"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","direction","tissue"
"GO:0006887","exocytosis",0.104166666666667,0.0208377973001928,3.44099558522956e-07,1.53967684813605e-05,1.20239536136092e-05,"Slc18a2/Prkcg/Snca/Cacna1i/Kcnq3/Myo5b/Doc2a/Vsnl1/Cplx1/Prrt2/Syt1/Ppfia2/Syt2/Syt13/Cacnb4",15,"Up","ARC"
"GO:0006816","calcium ion transport",0.104166666666667,0.023569745018213,1.61402336856994e-06,5.18760750292481e-05,4.05121061970188e-05,"Ptger3/Snca/Cacna1i/Thy1/Trpc5/Ramp3/Grin2a/Htr2c/Ryr2/Akap5/Slc8a3/Rgs4/Chrna7/Cacnb4/Atp2b2",15,"Up","ARC"
"GO:0015711","organic anion transport",0.104166666666667,0.0256588815084637,4.55661034485402e-06,0.000107197781515019,8.3715044100248e-05,"Grm2/Cck/Ptger3/Bdnf/Snca/Grm4/Trh/Htr2c/Htr1a/Grm1/Slc6a15/Slc17a6/Hrh3/Rgs4/Cacnb4",15,"Up","ARC"
"GO:0006865","amino acid transport",0.0972222222222222,0.00974930362116992,1.38463276433578e-10,3.51081329801585e-08,2.74173481873741e-08,"Grm2/Cck/Bdnf/Snca/Grm4/Trh/Htr2c/Htr1a/Grm1/Slc6a15/Slc17a6/Hrh3/Rgs4/Cacnb4",14,"Up","ARC"
"GO:0007612","learning",0.0972222222222222,0.0109813584743947,6.68421722793995e-10,1.38667124674172e-07,1.0829071547275e-07,"Cck/Bdnf/Grm5/Grm4/Grin2a/Htr2c/Neto1/Nrgn/Tac1/Pde1b/Slc8a3/Hrh3/Gabra5/Chrna7",14,"Up","ARC"
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway",0.0972222222222222,0.012909792157703,5.44933269010614e-09,5.92160818991534e-07,4.62442117511263e-07,"Grm2/Adcyap1/Ptger3/Grm5/Cnr1/Grm4/Ramp3/Chrm3/Htr1a/Grm1/Akap5/Gnai1/Hrh3/Gnal",14,"Up","ARC"
"GO:0006836","neurotransmitter transport",0.0972222222222222,0.0130704949646454,6.38439131130782e-09,6.62235498745657e-07,5.17166243542782e-07,"Grm2/Slc18a2/Prkcg/Snca/Doc2a/Htr2c/Cplx1/Prrt2/Syt1/Slc6a15/Ppfia2/Slc17a6/Syt2/Cacnb4",14,"Up","ARC"
"GO:0099003","vesicle-mediated transport in synapse",0.0972222222222222,0.0149453610456396,3.47971738143024e-08,2.738177608422e-06,2.1383526412927e-06,"Slc18a2/Hpca/Prkcg/Snca/Myo5b/Doc2a/Cplx1/Akap5/Prrt2/Syt1/Ppfia2/Slc17a6/Syt2/Cacnb4",14,"Up","ARC"
"GO:0046942","carboxylic acid transport",0.0972222222222222,0.020891364902507,2.01007027485469e-06,6.3126040986266e-05,4.92976555144371e-05,"Grm2/Cck/Bdnf/Snca/Grm4/Trh/Htr2c/Htr1a/Grm1/Slc6a15/Slc17a6/Hrh3/Rgs4/Cacnb4",14,"Up","ARC"
"GO:0015849","organic acid transport",0.0972222222222222,0.0209985001071352,2.1337294571103e-06,6.57996029881852e-05,5.13855472388014e-05,"Grm2/Cck/Bdnf/Snca/Grm4/Trh/Htr2c/Htr1a/Grm1/Slc6a15/Slc17a6/Hrh3/Rgs4/Cacnb4",14,"Up","ARC"
"GO:0019722","calcium-mediated signaling",0.0902777777777778,0.0129633597600171,4.95565952823864e-08,3.53400470107518e-06,2.75984591490396e-06,"Hpca/Grm5/Samd14/Tenm2/Ramp3/Kcnj11/Grin2a/Htr2c/Vsnl1/Ryr2/Chrm3/Grm1/Akap5",13,"Up","ARC"
"GO:0015850","organic hydroxy compound transport",0.0902777777777778,0.0185879580029998,2.97942403312153e-06,7.99887722774509e-05,6.24664382424118e-05,"Grm2/Slc18a2/Ptger3/Snca/Cnr1/Htr1a/Tac1/Abcg4/Syt1/Hrh3/Syt2/Syt13/Chrna7",13,"Up","ARC"
"GO:0017157","regulation of exocytosis",0.0833333333333333,0.0122669809299336,2.17001187141585e-07,1.10043713123799e-05,8.59375461592288e-06,"Prkcg/Snca/Cacna1i/Myo5b/Doc2a/Vsnl1/Cplx1/Syt1/Ppfia2/Syt2/Syt13/Cacnb4",12,"Up","ARC"
"GO:0099504","synaptic vesicle cycle",0.0833333333333333,0.0128562245553889,3.5938282780155e-07,1.54896322408679e-05,1.20964746454123e-05,"Slc18a2/Prkcg/Snca/Myo5b/Doc2a/Cplx1/Prrt2/Syt1/Ppfia2/Slc17a6/Syt2/Cacnb4",12,"Up","ARC"
"GO:0071248","cellular response to metal ion",0.0833333333333333,0.0143561174201843,1.15802917897827e-06,3.94421281556479e-05,3.0801938727576e-05,"Cpne9/Hpca/Bdnf/Snca/Kcnq3/Grin2a/Akap5/Nptx1/Syt1/Kcna1/Syt2/Syt13",12,"Up","ARC"
"GO:0045055","regulated exocytosis",0.0833333333333333,0.0144096850224984,1.20417345229635e-06,4.04106443844159e-05,3.15582918690051e-05,"Slc18a2/Prkcg/Snca/Cacna1i/Doc2a/Cplx1/Prrt2/Syt1/Ppfia2/Syt2/Syt13/Cacnb4",12,"Up","ARC"
"GO:0034765","regulation of monoatomic ion transmembrane transport",0.0833333333333333,0.0157488750803514,3.03323782701804e-06,8.04866130378507e-05,6.28552220457961e-05,"Ptger3/Snca/Thy1/Kcnj11/Grin2a/Ryr2/Akap5/Hecw1/Dpp10/Rgs4/Kcnc1/Cacnb4",12,"Up","ARC"
"GO:0050806","positive regulation of synaptic transmission",0.0833333333333333,0.0162309835011785,4.13406454680388e-06,0.000103604395467474,8.09088249118655e-05,"Adcyap1/Prkcg/Snca/Grin2a/Htr2c/Nrgn/Cyp46a1/Akap5/Tac1/Syt1/Slc8a3/Chrna7",12,"Up","ARC"
"GO:0051932","synaptic transmission, GABAergic",0.0763888888888889,0.00391043496893079,9.24384263612484e-12,3.51574148260615e-09,2.7455834356069e-09,"Bdnf/Hapln4/Gabra1/Cnr1/Grm4/Gabra4/Gabrb2/Grm1/Tac1/Gabra3/Gabra5",11,"Up","ARC"
"GO:0015844","monoamine transport",0.0763888888888889,0.00589243625455325,8.68925723485078e-10,1.62722295544505e-07,1.27076362542944e-07,"Grm2/Slc18a2/Ptger3/Snca/Cnr1/Htr1a/Syt1/Hrh3/Syt2/Syt13/Chrna7",11,"Up","ARC"
"GO:0033555","multicellular organismal response to stress",0.0763888888888889,0.00696378830083565,5.19516057125353e-09,5.92160818991534e-07,4.62442117511263e-07,"Cck/Adcyap1/Bdnf/Prkcg/Grin2a/Htr2c/Lypd1/Penk/Htr1a/Tac1/Gabra5",11,"Up","ARC"
"GO:0035249","synaptic transmission, glutamatergic",0.0763888888888889,0.00696378830083565,5.19516057125353e-09,5.92160818991534e-07,4.62442117511263e-07,"Grm2/Adcyap1/Grm5/Cnr1/Grm4/Grin2a/Grm1/Syt1/Cdh8/Slc17a6/Cacnb4",11,"Up","ARC"
"GO:0043279","response to alkaloid",0.0763888888888889,0.00985643882579816,1.8967440655834e-07,1.05569998967349e-05,8.24438434668213e-06,"Grm2/Slc18a2/Bdnf/Prkcg/Snca/Cnr1/Grin2a/Ryr2/Nefh/Rgs4/Gnal",11,"Up","ARC"
"GO:0007269","neurotransmitter secretion",0.0763888888888889,0.0099635740304264,2.11549746134067e-07,1.10043713123799e-05,8.59375461592288e-06,"Grm2/Prkcg/Snca/Doc2a/Htr2c/Cplx1/Prrt2/Syt1/Ppfia2/Syt2/Cacnb4",11,"Up","ARC"
"GO:0099643","signal release from synapse",0.0763888888888889,0.0099635740304264,2.11549746134067e-07,1.10043713123799e-05,8.59375461592288e-06,"Grm2/Prkcg/Snca/Doc2a/Htr2c/Cplx1/Prrt2/Syt1/Ppfia2/Syt2/Cacnb4",11,"Up","ARC"
"GO:0006813","potassium ion transport",0.0763888888888889,0.0126955217484465,2.32509548678208e-06,6.61406684015207e-05,5.16518988900662e-05,"Adcyap1/Ptger3/Kcnh5/Kcnq3/Kcnj11/Akap5/Kcna1/Slc17a6/Dpp10/Rgs4/Kcnc1",11,"Up","ARC"
"GO:0050432","catecholamine secretion",0.0694444444444444,0.00396400257124491,2.56586018348726e-10,5.85529293871793e-08,4.57263293751993e-08,"Grm2/Slc18a2/Ptger3/Snca/Cnr1/Syt1/Hrh3/Syt2/Syt13/Chrna7",10,"Up","ARC"
"GO:0051937","catecholamine transport",0.0694444444444444,0.0049817870152132,2.54813627389151e-09,3.23047054278912e-07,2.52280392496978e-07,"Grm2/Slc18a2/Ptger3/Snca/Cnr1/Syt1/Hrh3/Syt2/Syt13/Chrna7",10,"Up","ARC"
"GO:0031644","regulation of nervous system process",0.0694444444444444,0.00862438397257339,4.9006923415989e-07,1.99703212920155e-05,1.55956243126446e-05,"Cbln1/Grin2a/Htr2c/Neto1/Grm1/Tac1/Slc8a3/Tppp/Rgs4/Chrna7",10,"Up","ARC"
"GO:0001508","action potential",0.0694444444444444,0.00889222198414399,6.49655175987565e-07,2.55605708897177e-05,1.99612742821588e-05,"Cnr1/Cacna1i/Kcnq3/Kcnj11/Grin2a/Ryr2/Tac1/Kcna1/Chrna7/Cacnb4",10,"Up","ARC"
"GO:0051592","response to calcium ion",0.0694444444444444,0.0103385472466252,2.55616547590507e-06,7.11362148294558e-05,5.55531213184504e-05,"Cpne9/Hpca/Kcnq3/Grin2a/Penk/Ryr2/Akap5/Syt1/Syt2/Syt13",10,"Up","ARC"
"GO:0007204","positive regulation of cytosolic calcium ion concentration",0.0694444444444444,0.0109813584743947,4.38143359034527e-06,0.000104150327637166,8.13351652242822e-05,"Adcyap1/Ptger3/Pmch/Cacna1i/Trpc5/Ryr2/Akap5/Tac1/Slc8a3/Hrh3",10,"Up","ARC"
"GO:1904862","inhibitory synapse assembly",0.0625,0.00144632526248125,3.12796456643175e-13,1.42760302811945e-10,1.11487242336188e-10,"Hapln4/Gabra1/Cbln1/Cbln4/Gabra4/Lgi2/Gabrb2/Gabra3/Gabra5",9,"Up","ARC"
"GO:0051955","regulation of amino acid transport",0.0625,0.00326762374116135,9.26989413706647e-10,1.62722295544505e-07,1.27076362542944e-07,"Grm2/Cck/Snca/Trh/Htr2c/Htr1a/Grm1/Hrh3/Rgs4",9,"Up","ARC"
"GO:0050433","regulation of catecholamine secretion",0.0625,0.00353546175273195,1.91504132757434e-09,2.7313276934529e-07,2.13300326814694e-07,"Grm2/Ptger3/Snca/Cnr1/Syt1/Hrh3/Syt2/Syt13/Chrna7",9,"Up","ARC"
"GO:0032890","regulation of organic acid transport",0.0625,0.00562459824298264,1.20554893496749e-07,7.42512395521951e-06,5.79857689754446e-06,"Grm2/Cck/Snca/Trh/Htr2c/Htr1a/Grm1/Hrh3/Rgs4",9,"Up","ARC"
"GO:0016079","synaptic vesicle exocytosis",0.0625,0.00658881508463681,4.69482442951007e-07,1.9839980274337e-05,1.54938357878373e-05,"Prkcg/Snca/Doc2a/Cplx1/Prrt2/Syt1/Ppfia2/Syt2/Cacnb4",9,"Up","ARC"
"GO:0008306","associative learning",0.0625,0.00701735590314977,8.00579615088017e-07,2.89987727242993e-05,2.26463038988139e-05,"Cck/Bdnf/Grin2a/Neto1/Nrgn/Tac1/Pde1b/Gabra5/Chrna7",9,"Up","ARC"
"GO:0051588","regulation of neurotransmitter transport",0.0625,0.0070709235054639,8.53579443845541e-07,3.04354420446176e-05,2.37682565531332e-05,"Grm2/Slc18a2/Prkcg/Snca/Htr2c/Cplx1/Syt1/Ppfia2/Cacnb4",9,"Up","ARC"
"GO:0099565","chemical synaptic transmission, postsynaptic",0.0625,0.00728519391472038,1.09711030582872e-06,3.79334199681992e-05,2.96237280345778e-05,"Bdnf/Snca/Cbln1/Grin2a/Neto1/Gabrb2/Slc8a3/Rgs4/Chrna7",9,"Up","ARC"
"GO:0007631","feeding behavior",0.0625,0.00749946432397686,1.39850149005528e-06,4.62518898595095e-05,3.61199545791548e-05,"Cck/Gpr83/Bdnf/Pmch/Cnr1/Trh/Htr2c/Htr1a/Hrh3",9,"Up","ARC"
"GO:1904375","regulation of protein localization to cell periphery",0.0625,0.00857081637025927,4.22226502124236e-06,0.000103604395467474,8.09088249118655e-05,"Snca/Myo5b/Ramp3/Kcnj11/Lypd1/Cplx1/Akap5/Gnai1/Dpp10",9,"Up","ARC"
"GO:0007214","gamma-aminobutyric acid signaling pathway",0.0555555555555556,0.00160702806942361,5.22531784039976e-11,1.59895386073871e-08,1.24868715634053e-08,"Bdnf/Gabra1/Gabra4/Gabrb2/Htr1a/Gabra3/Gabra5/Cacnb4",8,"Up","ARC"
"GO:0099505","regulation of presynaptic membrane potential",0.0555555555555556,0.00230340689950718,1.18979881234544e-09,1.9316876719898e-07,1.50853232560484e-07,"Gabra1/Kcnj11/Grin2a/Gabrb2/Gabra3/Kcna1/Kcnc1/Gabra5",8,"Up","ARC"
"GO:0001662","behavioral fear response",0.0555555555555556,0.00321405613884723,1.88006575417423e-08,1.65011925039446e-06,1.28864425984493e-06,"Cck/Adcyap1/Bdnf/Htr2c/Lypd1/Penk/Htr1a/Gabra5",8,"Up","ARC"
"GO:0002209","behavioral defense response",0.0555555555555556,0.00326762374116135,2.14985697120118e-08,1.75213343152896e-06,1.36831122264797e-06,"Cck/Adcyap1/Bdnf/Htr2c/Lypd1/Penk/Htr1a/Gabra5",8,"Up","ARC"
"GO:0042596","fear response",0.0555555555555556,0.00353546175273195,4.05925390673532e-08,3.08773913839e-06,2.41133925056242e-06,"Cck/Adcyap1/Bdnf/Htr2c/Lypd1/Penk/Htr1a/Gabra5",8,"Up","ARC"
"GO:0050805","negative regulation of synaptic transmission",0.0555555555555556,0.00396400257124491,1.01132058173846e-07,6.41064879868655e-06,5.0063325873778e-06,"Grm2/Bdnf/Pmch/Cbln1/Grm4/Penk/Gnai1/Gnal",8,"Up","ARC"
"GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway",0.0555555555555556,0.00407113777587315,1.24895950733689e-07,7.42512395521951e-06,5.79857689754446e-06,"Grm2/Grm5/Grm4/Chrm3/Htr1a/Grm1/Akap5/Hrh3",8,"Up","ARC"
"GO:0015800","acidic amino acid transport",0.0555555555555556,0.00428540818512963,1.87090144049855e-07,1.05569998967349e-05,8.24438434668213e-06,"Grm2/Cck/Bdnf/Snca/Trh/Grm1/Slc17a6/Hrh3",8,"Up","ARC"
"GO:0035094","response to nicotine",0.0555555555555556,0.00444611099207199,2.4967027217856e-07,1.21222885342867e-05,9.466780980925e-06,"Grm2/Cnr1/Kcnj11/Grin2a/Htr2c/Lypd1/Penk/Chrna7",8,"Up","ARC"
"GO:0051480","regulation of cytosolic calcium ion concentration",0.0555555555555556,0.00455324619670024,3.00698444833761e-07,1.37238770222128e-05,1.07175256232328e-05,"Grm5/Cnr1/Trpc5/Ryr2/Grm1/Slc8a3/Cacnb4/Atp2b2",8,"Up","ARC"
"GO:0051966","regulation of synaptic transmission, glutamatergic",0.0555555555555556,0.00487465181058496,5.10776616818603e-07,2.04489866592992e-05,1.59694332829897e-05,"Grm2/Adcyap1/Grm5/Cnr1/Grm4/Grin2a/Grm1/Syt1",8,"Up","ARC"
"GO:0042220","response to cocaine",0.0555555555555556,0.00508892221984144,7.118401790587e-07,2.66298244034747e-05,2.07962972070126e-05,"Grm2/Slc18a2/Bdnf/Snca/Cnr1/Grin2a/Nefh/Rgs4",8,"Up","ARC"
"GO:0006576","biogenic amine metabolic process",0.0555555555555556,0.00562459824298264,1.53044516584818e-06,4.98925124066506e-05,3.89630626433227e-05,"Hdc/Snca/Grin2a/Trh/Htr2c/Htr1a/Pde1b/Chrna7",8,"Up","ARC"
"GO:0006835","dicarboxylic acid transport",0.0555555555555556,0.00589243625455325,2.17724784121903e-06,6.61406684015207e-05,5.16518988900662e-05,"Grm2/Cck/Bdnf/Snca/Trh/Grm1/Slc17a6/Hrh3",8,"Up","ARC"
"GO:0046928","regulation of neurotransmitter secretion",0.0555555555555556,0.00605313906149561,2.66706224012286e-06,7.2455190856671e-05,5.65831625630075e-05,"Grm2/Prkcg/Snca/Htr2c/Cplx1/Syt1/Ppfia2/Cacnb4",8,"Up","ARC"
"GO:0021675","nerve development",0.0555555555555556,0.00637454467538033,3.93176837899764e-06,9.96921715652512e-05,7.78536124636608e-05,"Bdnf/Prkcg/Kcnq3/Gabrb2/Nptx1/Kcna1/Kcnc1/Gabra5",8,"Up","ARC"
"GO:0060079","excitatory postsynaptic potential",0.0555555555555556,0.00642811227769445,4.18543627375533e-06,0.000103604395467474,8.09088249118655e-05,"Bdnf/Snca/Cbln1/Grin2a/Neto1/Slc8a3/Rgs4/Chrna7",8,"Up","ARC"
"GO:0051953","negative regulation of amine transport",0.0486111111111111,0.00203556888793658,1.45014005979751e-08,1.32368784658316e-06,1.0337208931525e-06,"Ptger3/Snca/Cnr1/Trh/Htr1a/Hrh3/Rgs4",7,"Up","ARC"
"GO:0014047","glutamate secretion",0.0486111111111111,0.00214270409256482,2.1148670647419e-08,1.75213343152896e-06,1.36831122264797e-06,"Grm2/Cck/Bdnf/Snca/Trh/Grm1/Hrh3",7,"Up","ARC"
"GO:0014046","dopamine secretion",0.0486111111111111,0.00257124491107778,7.93341260124381e-08,5.17258501601097e-06,4.03947895756565e-06,"Grm2/Slc18a2/Snca/Cnr1/Syt1/Syt2/Syt13",7,"Up","ARC"
"GO:0046717","acid secretion",0.0486111111111111,0.00332119134347547,4.84307308188016e-07,1.99703212920155e-05,1.55956243126446e-05,"Ptger3/Grm4/Trh/Htr2c/Htr1a/Hrh3/Cacnb4",7,"Up","ARC"
"GO:0006584","catecholamine metabolic process",0.0486111111111111,0.00348189415041783,6.72504658742429e-07,2.55775938541704e-05,1.99745681973848e-05,"Hdc/Snca/Grin2a/Htr2c/Htr1a/Pde1b/Chrna7",7,"Up","ARC"
"GO:0009712","catechol-containing compound metabolic process",0.0486111111111111,0.00348189415041783,6.72504658742429e-07,2.55775938541704e-05,1.99745681973848e-05,"Hdc/Snca/Grin2a/Htr2c/Htr1a/Pde1b/Chrna7",7,"Up","ARC"
"GO:0015872","dopamine transport",0.0486111111111111,0.00353546175273195,7.47477283110661e-07,2.75119864525569e-05,2.1485212908427e-05,"Grm2/Slc18a2/Snca/Cnr1/Syt1/Syt2/Syt13",7,"Up","ARC"
"GO:1904377","positive regulation of protein localization to cell periphery",0.0486111111111111,0.00417827298050139,2.34767490820472e-06,6.61406684015207e-05,5.16518988900662e-05,"Snca/Myo5b/Ramp3/Kcnj11/Akap5/Gnai1/Dpp10",7,"Up","ARC"
"GO:0014075","response to amine",0.0486111111111111,0.00487465181058496,6.61711708766538e-06,0.000152527890849014,0.000119115143321823,"Slc18a2/Rgs8/Grin2a/Pde1b/Rgs4/Kcnc1/Gnal",7,"Up","ARC"
"GO:0014051","gamma-aminobutyric acid secretion",0.0416666666666667,0.00107135204628241,6.72754024403103e-09,6.67488992907774e-07,5.21268907695402e-07,"Grm4/Trh/Htr2c/Htr1a/Hrh3/Cacnb4",6,"Up","ARC"
"GO:0097164","ammonium ion metabolic process",0.0416666666666667,0.00144632526248125,4.91448011159334e-08,3.53400470107518e-06,2.75984591490396e-06,"Hdc/Grin2a/Trh/Htr1a/Pde1b/Atp2b2",6,"Up","ARC"
"GO:0015812","gamma-aminobutyric acid transport",0.0416666666666667,0.00149989286479537,6.21522119573545e-08,4.29791962686918e-06,3.35641769836687e-06,"Grm4/Trh/Htr2c/Htr1a/Hrh3/Cacnb4",6,"Up","ARC"
"GO:0014048","regulation of glutamate secretion",0.0416666666666667,0.00155346046710949,7.78700866328138e-08,5.17258501601097e-06,4.03947895756565e-06,"Grm2/Cck/Snca/Trh/Grm1/Hrh3",6,"Up","ARC"
"GO:0031338","regulation of vesicle fusion",0.0416666666666667,0.00182129847868009,2.13586273559146e-07,1.10043713123799e-05,8.59375461592288e-06,"Snca/Doc2a/Cplx1/Prrt2/Syt1/Syt2",6,"Up","ARC"
"GO:0014059","regulation of dopamine secretion",0.0416666666666667,0.00230340689950718,9.14486359581655e-07,3.21055057317744e-05,2.50724762230242e-05,"Grm2/Snca/Cnr1/Syt1/Syt2/Syt13",6,"Up","ARC"
"GO:0042417","dopamine metabolic process",0.0416666666666667,0.0026248125133919,2.01936940928896e-06,6.3126040986266e-05,4.92976555144371e-05,"Snca/Grin2a/Htr2c/Htr1a/Pde1b/Chrna7",6,"Up","ARC"
"GO:0001975","response to amphetamine",0.0416666666666667,0.00321405613884723,6.74327359955667e-06,0.000153881503541883,0.000120172233726836,"Slc18a2/Rgs8/Grin2a/Pde1b/Rgs4/Gnal",6,"Up","ARC"
"GO:0031630","regulation of synaptic vesicle fusion to presynaptic active zone membrane",0.0347222222222222,0.00101778444396829,2.71494716601103e-07,1.26438968017085e-05,9.87412578315075e-06,"Doc2a/Cplx1/Prrt2/Syt1/Syt2",5,"Up","ARC"
"GO:1901632","regulation of synaptic vesicle membrane organization",0.0347222222222222,0.00101778444396829,2.71494716601103e-07,1.26438968017085e-05,9.87412578315075e-06,"Doc2a/Cplx1/Prrt2/Syt1/Syt2",5,"Up","ARC"
"GO:0031340","positive regulation of vesicle fusion",0.0347222222222222,0.00107135204628241,3.5975044205346e-07,1.54896322408679e-05,1.20964746454123e-05,"Snca/Doc2a/Prrt2/Syt1/Syt2",5,"Up","ARC"
"GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane",0.0347222222222222,0.00155346046710949,2.60577643607816e-06,7.16431545437394e-05,5.5949010859611e-05,"Doc2a/Cplx1/Prrt2/Syt1/Syt2",5,"Up","ARC"
"GO:0006837","serotonin transport",0.0347222222222222,0.00160702806942361,3.10758734293732e-06,8.058538996117e-05,6.2932360904221e-05,"Slc18a2/Snca/Cnr1/Htr1a/Hrh3",5,"Up","ARC"
"GO:0099500","vesicle fusion to plasma membrane",0.0347222222222222,0.00160702806942361,3.10758734293732e-06,8.058538996117e-05,6.2932360904221e-05,"Doc2a/Cplx1/Prrt2/Syt1/Syt2",5,"Up","ARC"
"GO:0048499","synaptic vesicle membrane organization",0.0347222222222222,0.00176773087636597,5.0800842232764e-06,0.000118293389770579,9.23800493019006e-05,"Doc2a/Cplx1/Prrt2/Syt1/Syt2",5,"Up","ARC"
"GO:0014052","regulation of gamma-aminobutyric acid secretion",0.0277777777777778,0.000696378830083565,2.30013941190654e-06,6.61406684015207e-05,5.16518988900662e-05,"Trh/Htr2c/Htr1a/Hrh3",4,"Up","ARC"
"GO:0031632","positive regulation of synaptic vesicle fusion to presynaptic active zone membrane",0.0277777777777778,0.000696378830083565,2.30013941190654e-06,6.61406684015207e-05,5.16518988900662e-05,"Doc2a/Prrt2/Syt1/Syt2",4,"Up","ARC"
"GO:0099502","calcium-dependent activation of synaptic vesicle fusion",0.0277777777777778,0.000696378830083565,2.30013941190654e-06,6.61406684015207e-05,5.16518988900662e-05,"Doc2a/Prrt2/Syt1/Syt2",4,"Up","ARC"
"GO:1901634","positive regulation of synaptic vesicle membrane organization",0.0277777777777778,0.000696378830083565,2.30013941190654e-06,6.61406684015207e-05,5.16518988900662e-05,"Doc2a/Prrt2/Syt1/Syt2",4,"Up","ARC"
"GO:0007216","G protein-coupled glutamate receptor signaling pathway",0.0277777777777778,0.000749946432397686,3.20090750270721e-06,8.20727069795264e-05,6.40938663759113e-05,"Grm2/Grm5/Grm4/Grm1",4,"Up","ARC"
"GO:0042428","serotonin metabolic process",0.0277777777777778,0.000803514034711806,4.33873553892255e-06,0.000104150327637166,8.13351652242822e-05,"Grin2a/Htr1a/Pde1b/Atp2b2",4,"Up","ARC"
"GO:0099566","regulation of postsynaptic cytosolic calcium ion concentration",0.0277777777777778,0.000803514034711806,4.33873553892255e-06,0.000104150327637166,8.13351652242822e-05,"Grm5/Grm1/Slc8a3/Atp2b2",4,"Up","ARC"
