ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,direction,tissue
GO:0061458,reproductive system development,0.062605753,0.023194772,0.085450346,2.699132093,6.468238609,4.77E-08,1.93E-05,1.57E-05,Cga/Cdh1/Sfrp1/Nupr1/Nr5a1/Esr1/Prlr/Kdr/Nhlh2/Ror2/Six3/Angpt1/Tbx3/Inhbb/Gfra1/Foxc1/Lhb/Sfrp2/Serpinf1/Nr2f2/Stra6/Bmp4/Rbp4/Mmp14/Fgf10/Ybx3/Src/Cyp7b1/Acvr1c/Nppc/Wnt4/Errfi1/Flna/Igf1/Ing2/Tp53/Notch4,37,Up,VMN
GO:0050878,regulation of body fluid levels,0.057529611,0.021266338,0.085642317,2.705195907,6.209493849,1.59E-07,4.66E-05,3.79E-05,Avp/Hsd11b2/Pear1/Prlr/Socs2/F3/Il6r/Prkcd/Aplnr/C1qtnf1/Pdpn/Nbeal2/Bpifa1/Serping1/Thbd/Cyba/Hps5/Cad/Oxt/Wnk4/Entpd1/Fbln1/Ano6/Atg7/Fgf10/Hspb1/Adrb1/Hyal2/F2r/Vamp8/Ext1/Flna/Htr2a/Fosl2,34,Up,VMN
GO:0031960,response to corticosteroid,0.054145516,0.018855796,0.090909091,2.871558222,6.409544713,9.55E-08,3.56E-05,2.90E-05,Hsd11b2/Th/RT1-Ba/Lcat/Ptgds/Sult1a1/Il6r/Socs3/Mgp/Ucp2/Ghrh/Fibin/Eln/Cyba/Serpinf1/Cad/Ephx1/Fn1/Card9/Bmp4/Igfbp2/Oxt/Fam107a/Acvr1/Pappa/Src/Acvr1c/Errfi1/Hmbs/Igf1/Fech/Fosl2,32,Up,VMN
GO:0007548,sex differentiation,0.054145516,0.021373473,0.080200501,2.533304496,5.597902041,1.56E-06,0.000252208,0.000205392,Cga/Sfrp1/Nupr1/Nr5a1/Esr1/Kdr/Nhlh2/Ror2/Six3/Angpt1/Tbx3/Inhbb/Gfra1/Foxc1/Lhb/Sfrp2/Nr2f2/Stra6/Bmp4/Rbp4/Cntfr/Mmp14/Fgf10/Ybx3/Src/Acvr1c/Nppc/Wnt4/Flna/Ing2/Tp53/Notch4,32,Up,VMN
GO:0032355,response to estradiol,0.052453469,0.013927577,0.119230769,3.766159052,8.12135219,2.37E-10,4.40E-07,3.59E-07,Oxtr/Aldh1a2/Sfrp1/Esr1/Th/Igf2/Socs2/Npy1r/Col1a1/F3/Socs3/Ogg1/Igfbp3/Arpc1b/Nr2f2/Bmp4/Igfbp2/Oxt/Penk/Fgf10/Cryab/Grn/Ak1/Wnt4/Aldh1a1/Errfi1/Hmbs/Igf1/Gria1/Mbd2/Fosl2,31,Up,VMN
GO:0044782,cilium organization,0.106090373,0.022712663,0.127358491,4.670978982,12.80132681,2.18E-21,2.97E-18,2.80E-18,Pdcl2/Kif27/Syne1/Spag1/Ift74/Cdc14a/Ccdc96/Cdc14b/Wdr44/Cep70/Cep78/Traf3ip1/Dync2i1/Bbof1/Cdkl1/Crocc/Cep126/Dnai1/Mns1/Dnai4/Celsr3/Tekt4/Nme7/Cfap69/Pierce1/Tmem107/Ccdc39/Ccdc113/Rsph1/Spef1/Dnaaf4/Cfap91/Hydin/Dnali1/Spef2/Cimap3/Zmynd10/Dnaaf11/Foxj1/Ccdc40/Ttc21a/Spag6l/Dnah7/Iqcg/Dnah5/Cfap43/Cfap126/Dnai3/Cfap44/Drc7/Ak7/Spag17/Dnah1/Cfap161,54,Down,VMN
GO:0007018,microtubule-based movement,0.1021611,0.023623313,0.117913832,4.32458825,11.82904691,4.00E-19,2.73E-16,2.58E-16,Pdcl2/Kif27/Ift74/Dync1li1/Cyb5d1/Traf3ip1/Dync2i1/Mecp2/Bbof1/Dnai1/Mns1/Dnai4/Tekt4/Clxn/Nme7/Cfap69/Spata33/Pierce1/Ccdc39/Enkur/Dnah9/Spef1/Tac1/Dnaaf4/Dnah12/Dnah11/Hydin/Armc3/Dnali1/Spef2/Zmynd10/Dnaaf11/Cfap45/Ccdc40/Ttc21a/Tacr3/Spag6l/Dnah7/Iqcg/Dnah5/Dnah6/Cfap43/Dnai3/Cfap44/Dynlrb2/Drc7/Cfap251/Tcte1/Ak7/Spag17/Dnah10/Dnah1,52,Down,VMN
GO:0060271,cilium assembly,0.096267191,0.020837797,0.12596401,4.619835253,12.07918353,2.77E-19,2.27E-16,2.14E-16,Pdcl2/Kif27/Syne1/Spag1/Ift74/Cdc14a/Ccdc96/Cdc14b/Wdr44/Cep70/Traf3ip1/Dync2i1/Bbof1/Cdkl1/Crocc/Cep126/Dnai1/Mns1/Dnai4/Celsr3/Tekt4/Cfap69/Pierce1/Tmem107/Ccdc39/Ccdc113/Rsph1/Spef1/Dnaaf4/Cfap91/Hydin/Dnali1/Spef2/Zmynd10/Dnaaf11/Foxj1/Ccdc40/Spag6l/Dnah7/Iqcg/Dnah5/Cfap43/Dnai3/Cfap44/Drc7/Ak7/Spag17/Dnah1/Cfap161,49,Down,VMN
GO:0060285,cilium-dependent cell motility,0.066797642,0.01028498,0.177083333,6.494679109,12.8126559,2.64E-18,1.20E-15,1.13E-15,Pdcl2/Bbof1/Dnai1/Mns1/Tekt4/Clxn/Cfap69/Spata33/Ccdc39/Enkur/Dnah9/Tac1/Dnah12/Dnah11/Armc3/Dnali1/Spef2/Dnaaf11/Cfap45/Ccdc40/Ttc21a/Tacr3/Spag6l/Dnah7/Iqcg/Dnah5/Dnah6/Cfap43/Dnai3/Cfap44/Drc7/Cfap251/Tcte1/Dnah1,34,Down,VMN
GO:0035082,axoneme assembly,0.058939096,0.005196057,0.309278351,11.34304174,17.09884164,9.21E-24,1.89E-20,1.78E-20,Pdcl2/Spag1/Bbof1/Dnai1/Mns1/Dnai4/Cfap69/Pierce1/Ccdc39/Rsph1/Spef1/Dnaaf4/Cfap91/Hydin/Spef2/Zmynd10/Dnaaf11/Foxj1/Ccdc40/Spag6l/Dnah7/Iqcg/Dnah5/Cfap43/Dnai3/Cfap44/Drc7/Ak7/Spag17/Dnah1,30,Down,VMN
GO:0044782,cilium organization,0.076142132,0.022712663,0.141509434,3.352408773,10.28613695,1.36E-16,3.25E-13,3.19E-13,Rp1/Spag17/Dnah7/Drc1/Erich3/Ccdc40/Bbof1/Spef1/Iqcg/Cfap69/Foxj1/Dnaaf1/Mns1/Ccdc39/Cfap43/Cfap161/Celsr2/Hydin/Rpgr/Pierce1/Spag6l/Zmynd10/Rpgrip1l/Rfx3/Cep162/Cfap126/Cfap44/Dnali1/Ccdc57/Ccdc113/Alms1/Cimap3/Onecut2/Wdr54/Wdr19/Arl13b/Spata6/Cep128/Rab29/Cep131/Dnai4/Dnal1/Tctn2/Gas8/Spef2/Cfap70/Zfp423/Tmem67/Traf3ip1/Rsph1/Tekt1/Rabl2/Iqcb1/Ccno/Tmem237/Ttll5/Cep290/Bbs5/Togaram1/Crocc,60,Up,OVT
GO:0060271,cilium assembly,0.073604061,0.020837797,0.149100257,3.53223807,10.59545797,3.90E-17,1.87E-13,1.83E-13,Rp1/Spag17/Dnah7/Drc1/Erich3/Ccdc40/Bbof1/Spef1/Iqcg/Cfap69/Foxj1/Dnaaf1/Mns1/Ccdc39/Cfap43/Cfap161/Celsr2/Hydin/Rpgr/Pierce1/Spag6l/Zmynd10/Rpgrip1l/Rfx3/Cep162/Cfap44/Dnali1/Ccdc57/Ccdc113/Alms1/Onecut2/Wdr54/Wdr19/Arl13b/Spata6/Cep128/Rab29/Cep131/Dnai4/Dnal1/Tctn2/Gas8/Spef2/Cfap70/Zfp423/Tmem67/Traf3ip1/Rsph1/Tekt1/Rabl2/Iqcb1/Ccno/Tmem237/Ttll5/Cep290/Bbs5/Togaram1/Crocc,58,Up,OVT
GO:0007018,microtubule-based movement,0.062182741,0.023623313,0.111111111,2.632261703,7.282292258,6.37E-10,4.36E-07,4.27E-07,Spag17/Dnah12/Dnah11/Dnah7/Mapk8ip3/Drc1/Ccdc40/Kif5c/Bbof1/Dnah3/Spef1/Iqcg/Cfap69/Dnaaf1/Mns1/Ccdc39/Cfap43/Dnah6/Celsr2/Hydin/Rpgr/Pierce1/Spag6l/Zmynd10/Dnah10/Rfx3/Cfap44/Dnali1/Ceacam4/Inpp5b/Dynlrb2/Kif21a/Cfap251/Chrna7/Wdr19/Nphp4/Stard9/Cep128/Cep131/Dnai4/Gas8/Spef2/Cfap70/Traf3ip1/Tekt1/Rabl2/Agtpbp1/Ttll5/Enkur,49,Up,OVT
GO:0008380,RNA splicing,0.058375635,0.021694879,0.113580247,2.690756408,7.221694448,1.06E-09,6.34E-07,6.22E-07,Tra2a/Prmt1/Snrpc/Ccnl2/Ccnl1/Prpf4b/Paxbp1/Tia1/Rsrp1/Clk4/Clk1/Pnn/Cenatac/Esrp1/Snrnp70/Srsf5/Srek1/Clk2/Cwf19l1/Prpf40b/Srsf2/Snrpd3/Upf3b/Nova2/Rps13/Rbm41/Ddx17/Cdk12/Ddx5/Scaf1/Luc7l3/Rbmx/Rnpc3/Tcerg1/Rrp1b/Ccar2/Khdc4/U2af2/Srsf7/Acin1/Prpf39/Hnrnph1/Luc7l/Nrde2/Prpf38b/Srsf6,46,Up,OVT
GO:0006397,mRNA processing,0.055837563,0.023944718,0.098434004,2.331936543,5.983672382,1.73E-07,6.36E-05,6.24E-05,Akap8l/Tra2a/Snrpc/Sympk/Prpf4b/Thoc2l/Paxbp1/Tia1/Pan2/Rsrp1/Pnn/Cenatac/Esrp1/Snrnp70/Pan3/Srsf5/Srek1/Cwf19l1/Prpf40b/Pcf11/Srsf2/Snrpd3/Upf3b/Nova2/Rbm41/Ddx17/Cdk12/Ddx5/Scaf1/Luc7l3/Rbmx/Papolg/Rnpc3/Rbm26/Tcerg1/Khdc4/U2af2/Srsf7/Acin1/Prpf39/Hnrnph1/Luc7l/Prpf38b/Srsf6,44,Up,OVT
GO:0002250,adaptive immune response,0.069117647,0.022980501,0.10955711,3.007664884,8.179365925,1.69E-11,1.63E-08,1.33E-08,Ctss/C1qa/Fcer1g/Tmem98/Pycard/Kcnj8/Cd4/RT1-M3-1/Clec7a/Vsir/Gpr183/Tap1/C1qb/Pag1/RT1-CE4/RT1-CE16/Pirb/B2m/RT1-CE5/Tnfrsf1b/RT1-S3/C2/Irf7/Mpeg1/Mill1/Adgre1/C4a/C1s/Il13ra2/Ptprc/Serpinb9/Serping1/Icam1/Hpx/RT1-DMa/Slc15a4/RT1-DMb/Fcgr1a/C4b/RT1-Da/Cd74/RT1-Ba/RT1-Db1/Insl3/Fcgr3a/RT1-A2/RT1-Bb,47,Down,OVT
GO:0002443,leukocyte mediated immunity,0.066176471,0.023194772,0.103926097,2.853077028,7.585510558,2.64E-10,1.42E-07,1.16E-07,C1qa/Fcer1g/Ncf1/Ptafr/RT1-M3-1/Clec7a/Vsir/Tap1/C1qb/RT1-CE4/RT1-CE16/Pirb/Gata2/B2m/RT1-CE5/Tnfrsf1b/RT1-S3/Hmox1/C2/Irf7/Mill1/C4a/Slamf9/C1s/Il13ra2/Ptprc/Serpinb9/Serping1/Icam1/Tyrobp/Spon2/Hpx/Igf2/Fgr/RT1-DMa/Slc15a4/Fcgr1a/C4b/RT1-Da/Cd74/RT1-Db1/Coro1a/Fcgr3a/RT1-A2/RT1-Bb,45,Down,OVT
GO:0002697,regulation of immune effector process,0.060294118,0.02346261,0.093607306,2.569795864,6.463789161,3.42E-08,4.72E-06,3.84E-06,Fcer1g/Ncf1/Pycard/Pla2g5/Cd37/Ptafr/Fgl2/RT1-M3-1/Clec7a/Vsir/Laptm5/A2m/Tap1/RT1-CE4/RT1-CE16/Gata2/Acp5/B2m/Apoa1/RT1-CE5/Tnfrsf1b/RT1-S3/Hmox1/Mill1/Il13ra2/Rbp4/Ptprc/Serpinb9/Serping1/Tyrobp/Spon2/Hpx/Igf2/Fgr/Slc15a4/RT1-DMb/Fcgr1a/RT1-Da/Cd74/RT1-Db1/RT1-A2,41,Down,OVT
GO:0050863,regulation of T cell activation,0.054411765,0.019605742,0.101092896,2.775297332,6.66902965,2.21E-08,3.44E-06,2.80E-06,Pycard/Pla2g5/Cd37/Cd4/Fgl2/RT1-M3-1/Thy1/Ccl21/Vsir/Il6st/Laptm5/Pag1/RT1-CE16/Cd44/B2m/Tnfrsf1b/Lgals1/Bmp4/Ptprc/Aif1/Cd83/Mdk/Igf2/Igfbp2/RT1-DMa/RT1-DMb/Lrrc32/Vcam1/Ccl5/RT1-Da/Cd74/RT1-Ba/RT1-Db1/Coro1a/RT1-A2/Itgal/RT1-Bb,37,Down,OVT
GO:0006935,chemotaxis,0.054411765,0.024105421,0.082222222,2.25724183,5.248981122,3.69E-06,0.000258153,0.000210352,Fcer1g/Ccl6/Gstp1/Ptafr/Ccl21/Serpine1/Slit2/Gpr183/Dock2/Itga9/Apoa1/Smoc2/Bmp4/Rarres2/Tiam1/Ntrk3/Slamf9/Nrg1/Aif1/Slit3/Cxcl16/Plxna4/Mdk/Cxcl9/Cxcl12/Robo2/Pde4b/Vcam1/Ccl5/Ccr5/Cd74/Coro1a/C5ar2/Dpep1/Ccl7/Cxcl10/Edn2,37,Down,OVT
GO:0042063,gliogenesis,0.067708333,0.023355475,0.059633028,2.899034786,5.814686147,1.35E-06,0.000422057,0.000323078,Gap43/Trem2/Epha4/Gfap/Egr1/Mobp/Pmp22/Ptprb/Egfr/Serpine2/Lpar1/Mal/Enpp2/Tenm4/Plp1/Id4/Tiam1/Sox9/Lrp6/Smo/C1s/Atp1b2/Nr3c1/Plpp3/Ntrk2/Fkrp,26,Up,PIT
GO:1901654,response to ketone,0.067708333,0.024533962,0.056768559,2.75977984,5.525904484,3.32E-06,0.000586712,0.000449119,F5/Sfrp1/Mbp/Cldn1/Rpl32/Ccnd2/Klf4/Egfr/Erbb4/Ar/Prkce/Gabrb1/Ghr/Nefl/Fos/Prkaa2/Ppargc1a/Tnc/Hpca/Msn/Dusp1/Prkca/Nr3c1/Prkn/Rock2/Slit2,26,Up,PIT
GO:0050767,regulation of neurogenesis,0.067708333,0.026730234,0.052104208,2.533024382,5.030383461,1.52E-05,0.001418129,0.001085556,Id1/Trem2/Epha4/Gfap/Mbp/Efnb3/Bdnf/Egfr/Serpine2/Enpp2/Tenm4/Nefl/Rest/Id4/Slitrk1/Fgf13/Pak3/Tiam1/Smo/Map1b/Sema3d/Prox1/Ntrk2/Sema5a/Slit2/Kalrn,26,Up,PIT
GO:0031960,response to corticosteroid,0.065104167,0.018855796,0.071022727,3.452740294,6.732476554,8.37E-08,6.12E-05,4.69E-05,Ptgds/Cldn1/Rpl32/Aqp4/Ccnd2/Dpyd/Egfr/Tph2/Ghr/Nefl/Rest/Fos/Igfbp2/Sult1a1/Dusp1/Prkca/Akap13/Rxra/Nr3c1/Ccn2/Pcsk1/Prkn/Acadm/Fkrp/Slit2,25,Up,PIT
GO:0045927,positive regulation of growth,0.052083333,0.017034498,0.062893082,3.057520964,5.362990953,1.05E-05,0.001172635,0.000897634,Sfrp1/Bdnf/Ccnd2/Egfr/Erbb4/Ghr/Igfbp2/Sgip1/Syt1/Atp8a2/Smo/Map1b/Prox1/Nr3c1/Prkn/Ahi1/Sema5a/Ncam1/Ezr/H3f3a,20,Up,PIT
GO:0019882,antigen processing and presentation,0.037453184,0.006749518,0.079365079,5.549016111,6.171583949,1.36E-05,0.00888504,0.008502136,RT1-Ba/Psmb8/RT1-CE4/RT1-Da/Cd74/Cd68/Fcgr3a/RT1-Db1/RT1-A2/RT1-Bb,10,Down,PIT
GO:0002468,dendritic cell antigen processing ,0.018726592,0.000910649,0.294117647,20.56400088,9.720827917,3.10E-06,0.00888504,0.008502136,RT1-Da/Cd74/Cd68/Fcgr3a/RT1-Db1,5,Down,PIT
GO:0002399,MHC class II protein complex assembly,0.014981273,0.000642811,0.333333333,23.30586767,9.310492606,1.85E-05,0.00888504,0.008502136,RT1-Ba/RT1-Da/RT1-Db1/RT1-Bb,4,Down,PIT
