"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","module"
"GO:0060236","regulation of mitotic spindle organization",0.0222222222222222,0.00203556888793658,0.131578947368421,10.9169590643275,6.75890949483495,8.82981639050748e-05,0.0213962799554605,0.020651472741821,"Ccsap/Chmp1a/Chmp6/Rae1/Ripor2",5,"green"
"GO:0090224","regulation of spindle organization",0.0222222222222222,0.00224983929719306,0.119047619047619,9.87724867724868,6.36144785264398,0.000143898602778865,0.0242517111883313,0.0234075060520287,"Ccsap/Chmp1a/Chmp6/Rae1/Ripor2",5,"green"
"GO:1901673","regulation of mitotic spindle assembly",0.0177777777777778,0.00112491964859653,0.19047619047619,15.8035978835979,7.49695978601197,0.000104672467077336,0.0213962799554605,0.020651472741821,"Ccsap/Chmp1a/Chmp6/Ripor2",4,"green"
"GO:0090169","regulation of spindle assembly",0.0177777777777778,0.00149989286479537,0.142857142857143,11.8526984126984,6.34755592390968,0.000335172192468391,0.0445955422400049,0.043043165769625,"Ccsap/Chmp1a/Chmp6/Ripor2",4,"green"
"GO:0001822","kidney development",0.0726495726495727,0.0216413113349046,0.0420792079207921,3.35698569856986,5.39616327055355,1.44908140329014e-05,0.0348021442543299,0.0324009596025608,"Asl/Cdkn1c/Cfh/Fgfr1/Foxc2/Gfra1/Hes1/Ift25/Ilk/Osr1/Podxl/Rhpn1/Sall1/Serpinf1/Sfrp1/Slc22a6/Wnt6",17,"brown"
"GO:0072001","renal system development",0.0726495726495727,0.0223912577673023,0.0406698564593301,3.24455077086656,5.22903490409227,2.24024102055552e-05,0.0348021442543299,0.0324009596025608,"Asl/Cdkn1c/Cfh/Fgfr1/Foxc2/Gfra1/Hes1/Ift25/Ilk/Osr1/Podxl/Rhpn1/Sall1/Serpinf1/Sfrp1/Slc22a6/Wnt6",17,"brown"
"GO:0009798","axis specification",0.0341880341880342,0.0055174630383544,0.0776699029126214,6.19633225458468,5.95804046687847,4.6202308817127e-05,0.0478501911649378,0.0445487525015666,"Fzd5/Ift25/Sfrp1/Ski/Tcf7l1/Tdrd7/Wls/Wnt6",8,"brown"
"GO:0034329","cell junction assembly",0.0557677616501146,0.0263016927362331,0.446028513238289,2.12031074233063,12.9844148908058,1.42751034363422e-32,1.29740297231441e-29,9.81440194149721e-30,"Abi2/Ache/Actn1/Add2/Adgrb1/Adgrb2/Adgrb3/Adgrl1/Adgrl2/Adgrl3/Agrn/Agt/Akap5/Amigo1/Amigo2/Ank2/Apod/Arhgap6/Arhgef9/Bcr/Bsn/C1ql3/Camsap3/Cbln1/Cbln2/Cbln4/Cd9/Cdh11/Cdh13/Cdh15/Cdh18/Cdh2/Cdh20/Cdh22/Cdh6/Cdh7/Cdh8/Cfl1/Clasp2/Cldn10/Cldn11/Cldn5/Clstn1/Clstn2/Clstn3/Cntn5/Cntnap1/Cntnap2/Coro1c/Coro2b/Cript/Cux2/Dbnl/Dlg1/Dlg4/Dmtn/Dnm3/Drd1/Dst/Dusp3/Dvl1/Efna5/Efnb1/Efnb2/Efnb3/Elavl2/Enpp2/Epha7/Ephb1/Ephb2/Ephb3/Erbb4/Erc2/Fam107a/Fbxo45/Fgf13/Fkrp/Flot1/Flrt1/Flrt2/Flrt3/Fmn1/Fn1/Fscn1/Gabra1/Gabra2/Gabra3/Gabra4/Gabra5/Gabrb2/Gabrb3/Gabrg1/Gabrg2/Gap43/Gja1/Gjb2/Gjb6/Glra2/Gnpat/Gphn/Gpm6a/Gpm6b/Gria1/Grid2/Grin1/Gsk3b/Hapln4/Hopx/Icam5/Il1rap/Il1rapl1/Iqsec1/Itgb4/Jam3/Kirrel3/LRRTM1/Large1/Lgi2/Limch1/Lingo2/Lrfn1/Lrfn5/Lrp1/Lrp4/Lrrc24/Lrrc4/Lrrc4b/Lrrn3/Lrrtm2/Lrrtm3/Lrrtm4/Lzts1/Lzts3/Macf1/Magi2/Map1b/Map4k4/Mapt/Mdga1/Mdga2/Mef2c/Mpdz/Mycbp2/Myo9a/Nectin1/Negr1/Nfasc/Nlgn1/Nlgn3/Nptn/Nptx1/Nptxr/Nrg2/Nrg3/Nrxn1/Nrxn2/Nrxn3/Ntn1/Ntrk1/Ntrk2/Ntrk3/Numb/Numbl/Ocel1/Oxt/Oxtr/Pard3/Pcdh17/Pclo/Pdpk1/Peak1/Pik3r1/Pkp4/Plec/Pmp22/Poldip2/Ppm1f/Ppp1r9a/Prkca/Psd/Ptpn11/Ptpra/Ptprd/Ptpro/Rab13/Ramp2/Rapgef2/Rock2/Sdc4/Sdk2/Sema4a/Sema4d/Slc25a46/Slit2/Slitrk1/Slitrk2/Slitrk3/Slitrk4/Slitrk5/Slk/Smad7/Snap25/Snca/Sorbs1/Sptbn2/Srcin1/Srf/Srgap2/Stau2/Syndig1/Thbs2/Thy1/Tjp1/Tpbg/Tsc1/Ugt8/Vps35/Wdr1/Wnt7a",219,"blue"
"GO:0031346","positive regulation of cell projection organization",0.0527119938884645,0.0251232054853225,0.44136460554371,2.0981396629208,12.4315270110268,4.55171037330572e-30,2.22753703038239e-27,1.68505423698411e-27,"Abi2/Abl2/Ache/Acsl6/Actr2/Adcyap1/Agrn/Agt/Ahi1/Akap5/Amigo1/Ap2a1/Apbb1/Apc/Apoe/Arhgap32/Arhgap35/Arhgef7/Arsb/Atp1b2/Atp8a2/Auts2/Bbs4/Bcl11a/Bmp4/Bmpr2/Brk1/Camk1/Camk2b/Carmil1/Carmil2/Ccl19/Cdc42ep1/Cdc42ep4/Cdh4/Cdkl3/Cep120/Cep135/Cfl1/Clip1/Cnr1/Cntn1/Coro1c/Cpeb1/Crocc/Cux2/Cx3cl1/Dbn1/Dbnl/Dcc/Def8/Dhx36/Dixdc1/Dlg4/Dmd/Dnm1l/Dnm3/Dpysl3/Dvl1/Efna5/Elavl4/Enc1/Enpp2/Epha4/Ephb2/Eps8/Fbxo31/Fez1/Fkbp1b/Fn1/Fscn1/Fut9/Fyn/Fzd4/Gdi1/Gpm6a/Gprc5b/Grin1/Grip1/Gsk3b/Hap1/Hdac4/Hdac6/Hras/Hsp90aa1/Htr7/Htt/Il1rapl1/Islr2/Itpka/Itpr1/Kalrn/Kat2a/Kidins220/L1cam/Limk1/Lrp1/Lrp8/Lrrc7/Lyn/Macf1/Magi2/Map1b/Map2k1/Map6/Mapt/Marcks/Mark4/Megf8/Mfn1/Mfn2/Mns1/Mtor/Myo3a/Myo5b/Nckap1/Nckipsd/Ndel1/Ndrg4/Nedd9/Nefl/Negr1/Neu1/Nf1/Ngfr/Nlgn1/Nptn/Nrxn1/Ntn1/Ntrk1/Ntrk2/Ntrk3/Numb/Numbl/Opa1/P2ry12/Pacsin1/Pafah1b1/Pak1/Pak3/Palm/Pik3r1/Plppr5/Plxna1/Plxna2/Plxna4/Plxnb3/Plxnc1/Ppp1r35/Ppp1r9a/Pqbp1/Prkci/Ptn/Ptpn5/Ptprd/Ptprf/Ptprz1/Qki/Rab8b/Rapgef2/Reln/Ret/Rgma/Rit2/Rnd2/Ror2/Rtn4/Rufy3/Scn1b/Sema4d/Sema5a/Septin7/Serpine2/Setx/Sez6/Sgk1/Shoc2/Shtn1/Slitrk1/Smurf1/Snap91/Srf/Ss18l1/Stau2/Stmn2/Tapt1/Tbc1d24/Tenm1/Tenm2/Tenm3/Tiam1/Tmem30a/Tnik/Tox/Trak1/Trpc5/Trpv2/Tsc2/Ttbk2/Tubb2b/Twf2/Vamp7/Vldlr/Wasl/Zeb2/Zfp804a/Zmynd10",207,"blue"
"GO:0050767","regulation of neurogenesis",0.050165520753756,0.0267302335547461,0.394789579158317,1.87673334956136,10.246051356733,1.5951208685056e-21,3.38271965514422e-19,2.55890968800268e-19,"Acan/Ache/Actr2/Adcyap1/Akap5/Amigo1/Apoe/Appl2/Arhgap32/Aspa/Bcan/Bcl11a/Bhlhe41/Bin1/Bmal1/Bmp4/Bmpr2/Brinp1/Camk2b/Ccr5/Cdh4/Cdkl3/Clcn2/Csf1r/Cux2/Cx3cl1/Daam2/Dab1/Dbn1/Dbnl/Dct/Dhx36/Dixdc1/Dlg4/Dlx1/Dnm1l/Efna5/Efnb3/Enpp2/Epha4/Epha7/Ephb2/Fbxo31/Fezf1/Fezf2/Fgf13/Fgfr3/Flt1/Fn1/Fstl4/Fzd4/Gdi1/Gfap/Gjc2/Gpr37l1/Grip1/Grm5/Gsk3b/Hap1/Hapln1/Hapln2/Hapln4/Hdac6/Hes5/Hook3/Id1/Id2/Id4/Il1rapl1/Il34/Islr2/Itpka/Kalrn/Kifap3/Kras/L1cam/Lhx2/Limk1/Lingo1/Lrp1/Lrp4/Lrp8/Lyn/Macf1/Mag/Map1b/Map2/Map2k1/Map6/Mapt/Marcks/Mbp/Megf8/Mfn1/Mfn2/Mme/Mt3/Mtor/Myo5b/Myrf/Ndel1/Nefl/Nf1/Nkx6-2/Notch1/Nptn/Ntn1/Ntrk2/Ntrk3/Numb/Numbl/Olig2/Opa1/Pafah1b1/Pak1/Pak3/Plxna1/Plxna2/Plxna4/Plxnb3/Plxnc1/Ppp3ca/Prkci/Prpf19/Prtg/Ptn/Ptpra/Ptprd/Ptprf/Ptprz1/Qki/Rapgef2/Reln/Rest/Rgma/Rgs14/Rnd2/Rnf112/Rtn4/Rufy3/Sema3c/Sema4a/Sema4b/Sema4d/Sema4f/Sema4g/Sema5a/Sema5b/Sema6a/Sema6d/Serpine2/Sgk1/Shtn1/Sirt2/Slit2/Slitrk1/Smarcd3/Smo/Smurf1/Snap91/Sox10/Sox2/Sox8/Srf/Ss18l1/Stau2/Syngap1/Synj1/Tbc1d24/Tenm4/Tf/Thy1/Tiam1/Tmem98/Tnik/Tnr/Trak1/Trem2/Trim32/Trpc5/Trpc6/Trpv2/Tsc2/Ttc3/Twf2/Ulk1/Ulk2/Vamp7/Vcan/Vim/Wnt7a/Wnt7b/Xrcc4/Yap1/Ywhah/Zeb2/Zfp365",197,"blue"
"GO:0050890","cognition",0.0478736949325185,0.021373473323334,0.471177944862155,2.23986500501317,12.9213444407716,7.49425996178665e-32,5.29760909743185e-29,4.0074569058817e-29,"Abi2/Abl2/Acss2/Actr2/Adcy3/Adgrb3/Adora1/Adra1b/Adrb1/Aff2/Agt/Amfr/Ap1s2/Apbb1/Apoe/Asic1/Atp1a2/Atp1a3/Atp8a1/B4galt2/Brinp1/Brsk1/Btbd9/C1ql1/Cacna1c/Cacna1e/Calb1/Camk2n1/Camk4/Cck/Chrna4/Chrna7/Chst10/Cic/Ckap5/Clstn2/Clstn3/Cnr1/Cntnap2/Comt/Cpeb3/Crebbp/Crh/Ctnnd2/Cux2/Dbi/Dcdc2/Ddhd2/Deaf1/Dgki/Dnaaf4/Drd1/Dtnbp1/Elavl4/Ephb2/Fam107a/Fen1/Fgf13/Fzd9/Gabra5/Gabrb3/Gatm/Glud1/Gm2a/Gpr155/Gpr158/Gpr88/Gria1/Grin1/Grin2a/Grin2b/Grm4/Grm5/Grm7/Hmgcr/Hrh1/Hrh2/Hrh3/Htr2a/Htr2c/Htr7/Htt/Igf2/Jakmip1/Jph3/Jph4/Kalrn/Kat2a/Kcnab1/Kcnk10/Kcnk2/Kcnk4/Kcnq2/Kmt2a/Kras/Large1/Lgmn/Map1a/Mapt/Mef2c/Mfsd2a/Mgat3/Mme/Mtor/Ncam1/Ndrg4/Nedd9/Neto1/Nf1/Nlgn3/Nptn/Nrgn/Nrxn1/Nrxn2/Nrxn3/Ntrk1/Ntrk2/Nts/Oprk1/Oprl1/Oxt/Oxtr/Pafah1b1/Pak1/Pak5/Pak6/Pcdh8/Pde1b/Pde4d/Pde8b/Pgrmc1/Pias1/Pja2/Plcb1/Pmch/Pomk/Ppp1r1b/Ppp1r9b/Ppt1/Prkar1b/Prkar2b/Prkca/Prkcg/Prkcz/Prnp/Psen2/Ptn/Ptprz1/Rapgef3/Rcan1/Rcan2/Reln/Rgs14/Rin1/Rtl4/S100b/Scn2a/Sgk1/Shank1/Shisa7/Slc12a5/Slc1a1/Slc6a1/Slc7a11/Slc8a2/Slc8a3/Snap25/Sorcs3/Specc1/Srf/Stra6/Syngap1/Synj1/Syt11/Tac1/Tafa2/Th/Thra/Tmod2/Tnr/Tpbg/Trem2/Tsc1/Ttbk1/Ube3a/Vdac1/Vdac3/Zzef1",188,"blue"
"GO:0051962","positive regulation of nervous system development",0.0473644003055768,0.0212663381187058,0.468513853904282,2.22720056651009,12.7565690135943,3.97611072108659e-31,2.4275514463789e-28,1.83635818144647e-28,"Acan/Ache/Actr2/Adgrb1/Adgrb2/Adgrb3/Adgrl1/Adgrl2/Adgrl3/Agrn/Akap5/Amigo1/Amigo2/Apoe/Arhgap32/Aspa/Bcan/Bcl11a/Bin1/Bmpr2/Camk2b/Cbln1/Cbln2/Cdh4/Cdkl3/Clcn2/Clstn1/Clstn2/Clstn3/Csf1r/Cux2/Cx3cl1/Dbn1/Dbnl/Dct/Dhx36/Dixdc1/Dlg4/Dnm1l/Efna5/Enpp2/Epha4/Ephb1/Ephb2/Ephb3/Fbxo31/Flrt1/Flrt2/Flrt3/Flt1/Fn1/Fzd4/Gdi1/Gfap/Gjc2/Grid2/Grip1/Grm5/Gsk3b/Hap1/Hapln1/Hapln2/Hapln4/Hdac6/Id2/Id4/Il1rap/Il1rapl1/Il34/Iqsec1/Islr2/Itpka/Kalrn/Kras/L1cam/LRRTM1/Limk1/Lingo2/Lrp1/Lrp8/Lrrc24/Lrrc4b/Lrrn3/Lrrtm2/Lrrtm3/Lrrtm4/Lyn/Macf1/Mag/Map1b/Map2k1/Map6/Mapt/Marcks/Megf8/Mfn1/Mfn2/Mme/Mtor/Myo5b/Myrf/Ndel1/Nefl/Nkx6-2/Nlgn1/Nlgn3/Notch1/Nptn/Nrxn1/Ntn1/Ntrk1/Ntrk2/Ntrk3/Numb/Numbl/Olig2/Opa1/Oxt/Oxtr/Pafah1b1/Pak1/Pak3/Pik3r1/Plxna1/Plxna2/Plxna4/Plxnb3/Plxnc1/Prkca/Prkci/Prpf19/Ptn/Ptpra/Ptprd/Ptprf/Ptprz1/Qki/Reln/Rgs14/Rnd2/Rnf112/Rtn4/Rufy3/Sema4a/Sema4d/Sema5a/Serpine2/Sgk1/Shtn1/Slit2/Slitrk1/Slitrk2/Slitrk3/Slitrk4/Slitrk5/Smarcd3/Smo/Smurf1/Snap91/Sox10/Sox2/Sox8/Srf/Ss18l1/Stau2/Syndig1/Synj1/Tbc1d24/Tenm4/Tf/Thbs2/Tiam1/Tnik/Tpbg/Trak1/Trim32/Trpc5/Trpv2/Twf2/Vamp7/Vcan/Vim/Wnt7a/Xrcc4/Zeb2/Zfp365",186,"blue"
"GO:0050803","regulation of synapse structure or activity",0.0463458110516934,0.0170880651382044,0.570532915360502,2.71217429690599,15.9199373977982,1.51374399637933e-45,9.63043930496527e-42,7.28509215941714e-42,"Abhd17a/Abhd17b/Abi2/Actr2/Adam10/Adgrb1/Adgrb2/Adgrb3/Adgrl1/Adgrl2/Adgrl3/Agrn/Amigo1/Amigo2/Apoe/Arhgap22/Arhgap33/Arhgap44/C1ql1/C1ql3/Camk1/Camk2b/Camkv/Cbln1/Cbln2/Cdh2/Cdh8/Cfl1/Chrna7/Clstn1/Clstn2/Clstn3/Cntnap1/Cntnap4/Cript/Ctnna2/Cttnbp2/Cux2/Dbn1/Dbnl/Dctn1/Dgkb/Dhx36/Dlg4/Dnm1l/Dnm3/Dtnbp1/Dvl1/Efna5/Efnb3/Elavl2/Epha4/Epha7/Ephb1/Ephb2/Ephb3/Flrt1/Flrt2/Flrt3/Frmpd4/Fyn/Gpm6a/Gpr158/Gria4/Grid1/Grid2/Grin1/Grin2b/Gripap1/Gsk3b/Icam5/Il1rap/Il1rapl1/Iqsec1/Itpka/Itsn1/Kalrn/Kif1a/LRRTM1/Lingo2/Lrfn1/Lrfn2/Lrfn5/Lrp4/Lrp8/Lrrc24/Lrrc4b/Lrrn3/Lrrtm2/Lrrtm3/Lrrtm4/Lzts1/Lzts3/Magi2/Marcks/Mdga1/Mdga2/Mef2c/Mfn1/Mfn2/Mycbp2/Myh10/Myo5b/Nectin1/Nedd9/Nefl/Negr1/Nf1/Ngef/Nlgn1/Nlgn3/Nrcam/Nrg2/Nrp2/Nrxn1/Ntn1/Ntrk1/Ntrk2/Ntrk3/Numb/Numbl/Opa1/Oxt/Oxtr/Pafah1b1/Pak3/Pcdh8/Pgrmc1/Pik3r1/Plxnc1/Ppfia2/Ppp1r9a/Prkca/Prnp/Psd/Psen2/Ptn/Ptprd/Ptprf/Ptpro/Ptprt/Reln/Rhob/Rims3/Rock2/Ror2/Sema4a/Sema4d/Septin11/Slc17a6/Slc18a3/Slc7a11/Slit2/Slitrk1/Slitrk2/Slitrk3/Slitrk4/Slitrk5/Snap25/Snap91/Snca/Sparc/Sparcl1/Srcin1/Stau2/Sybu/Syndig1/Syngap1/Tanc2/Thbs2/Tiam1/Tpbg/Trem2/Tsc2/Tubb5/Ube3a/Vhl/Vps35/Wasl/Wnt7a/Ywhaz/Zfp804a",182,"blue"
"GO:0042063","gliogenesis",0.0458365164247517,0.0233554746089565,0.412844036697248,1.96255983627813,10.4968276432881,2.91584411296528e-22,6.87059268395744e-20,5.19736424346091e-20,"Abl2/Acan/Adam22/Adcyap1/Adgrg1/Agt/Apcdd1/Apoe/Arhgef10/Arhgef7/Aspa/Atp1b2/B4galt5/B4galt6/Bcan/Bin1/Bmerb1/Bmp4/Bok/C1qa/C1s/Cd9/Cdh2/Ckap5/Clcn2/Cnp/Cntn1/Cntnap1/Cntnap2/Csf1/Csf1r/Cspg4/Cspg5/Cx3cl1/Daam2/Dab1/Dbi/Dlx1/Dmd/Dner/Drd1/Dtx1/Dusp15/Enpp2/Epha4/Erbb3/Fa2h/Fgfr3/Fkrp/Flt1/Fn1/Gap43/Gfap/Gjc2/Gpc1/Gpm6b/Gpr17/Gpr37l1/Grb2/Grin1/Grk5/Hapln1/Hapln2/Hapln4/Hdac11/Hes5/Hnrnpa2b1/Hras/Id2/Id4/Il34/Itgb4/Kcnj10/Kcnq3/Klf15/Kras/Large1/Lef1/Lepr/Lgi4/Lingo1/Lpar1/Lrp1/Lrp8/Lyn/Mag/Mal/Map2k1/Mapk1/Mapk3/Matn2/Mboat7/Mettl14/Mfn2/Miat/Mmp24/Mobp/Mtor/Myrf/Ndn/Ndp/Ndrg1/Nf1/Nfia/Nfib/Nkx2-1/Nkx6-2/Nlgn3/Notch1/Nr3c1/Ntn1/Ntrk2/Ntrk3/Olig1/Olig2/Opalin/P2ry1/P2ry12/Pafah1b1/Pals1/Pard3/Penk/Phgdh/Plec/Plp1/Plpp3/Pmp22/Pou3f2/Ppp3r1/Prkci/Prpf19/Ptn/Ptpn11/Ptpra/Ptprz1/Qki/Reln/Rnf112/Ror2/Rras2/Rtn4/S100b/Serpine2/Sirt2/Slc25a46/Slc8a3/Smo/Socs7/Sos1/Sox1/Sox10/Sox13/Sox5/Sox6/Sox8/Sox9/Srgap2/Sun2/Suz12/Synj1/Tcf7l2/Tenm4/Tf/Tgfb2/Tiam1/Tmem98/Tnfrsf21/Tppp/Trem2/Trpc4/Tspan2/Ulk4/Vcan/Vim/Vtn/Wasf3/Wdr1/Wdr47/Zeb2/Zfp365",180,"blue"
"GO:0007264","small GTPase mediated signal transduction",0.0458365164247517,0.0247482322691236,0.38961038961039,1.85211274592482,9.57227179346344,4.68281173728955e-19,7.09334482681812e-17,5.3658684869393e-17,"Abca1/Abi2/Abl2/Adcyap1r1/Adgrg1/Adra1a/Adra1b/Adrb1/Agrn/Als2/Amot/Apoe/Arhgap12/Arhgap20/Arhgap32/Arhgap33/Arhgap35/Arhgap42/Arhgap44/Arhgap5/Arhgdig/Arhgef11/Arhgef12/Arhgef18/Arhgef3/Arhgef7/Arrb1/Auts2/Bcl6/Bcr/Brap/Brk1/Cadm4/Camk2d/Cbl/Ccdc88c/Cdc42bpa/Cdc42ep1/Cdc42ep4/Cdc42se2/Cdh13/Cdh2/Cdkn1a/Celsr1/Chn1/Csf1/Cul3/Cyrib/Cyth3/Cyth4/Dab1/Dbnl/Dennd1a/Dennd4a/Dgki/Dhcr24/Dnaja3/Dock10/Dock3/Dock4/Dock9/Dok5/Elmo1/Ephb2/Eps8/F2r/Flot1/Garnl3/Gdi1/Gna12/Gpr17/Grb2/Grin2a/Grin2b/Hmox1/Hras/Iqsec1/Iqsec3/Itgav/Itpkb/Itsn1/Kalrn/Kctd13/Kpnb1/Kras/Ksr1/Lipa/Lpar1/Lpar4/Lrp4/Map2k1/Map4k4/Mapkap1/Mapre2/Mfn2/Mmd2/Mras/Nckap1/Net1/Nf1/Ngfr/Notch1/Ntn1/Ntrk1/Pak1/Pdgfrb/Pik3cb/Plcd4/Ppp2cb/Prag1/Psd/Psd2/Psd3/Rab12/Rab15/Rab30/Rab3a/Rab6a/Rab9a/Rab9b/Rabgef1/Ralb/Ralgdsl1/Ralgps1/Rap1gap/Rap2c/Rapgef2/Rapgef3/Rapgef5/Rapgef6/Rasa2/Rasa3/Rasal1/Rasgef1a/Rasgrf1/Rasgrf2/Rasgrp1/Rasgrp2/Rasgrp3/Rasip1/Reln/Rhob/Rhobtb2/Rhof/Rhou/Rhov/Rit1/Rit2/Rnd1/Rnd2/Rnd3/Rock2/Rras2/Rtkn/Rtn4/Sema4d/Shoc2/Shtn1/Sipa1l2/Sipa1l3/Slit2/Sos1/Sos2/Spry2/Srgap1/Stambp/Stard8/Stmn1/Stmn3/Syngap1/Synj2bp/Tgfb2/Tiam1/Timp2/Tsc2/Ulk1/Usp8/Vangl2/Wasf1/Ywhaq",180,"blue"
